Date,Product Or service Name, Amount  ,restaurant_id
25-08-2025,Pos subscription,10000,392876
25-08-2025,Pos subscription,10000,395964
25-08-2025,Pos subscription,10000,393065
25-08-2025,Pos subscription,10000,396812
25-08-2025,Pos subscription,10000,393654
25-08-2025,Pos subscription,10000,397480
25-08-2025,Pos subscription,10000,397482
25-08-2025,Pos subscription,10000,397537
25-08-2025,Pos subscription,9000,395341
25-08-2025,Pos subscription,10000,397008
26-08-2025,Pos subscription,10000,396222
26-08-2025,Pos subscription,10000,396421
26-08-2025,Pos subscription,10000,396350
26-08-2025,Pos subscription,10000,395808
26-08-2025,Pos subscription,10000,397358
26-08-2025,Pos subscription,10000,395299
26-08-2025,Pos subscription,10000,397007
26-08-2025,Pos subscription,9000,397633
26-08-2025,Pos subscription,9000,397651
26-08-2025,Pos subscription,10000,396074
26-08-2025,Pos subscription,10000,397682
26-08-2025,Pos subscription,10000,395079
26-08-2025,Pos subscription,10000,396514
26-08-2025,Pos subscription,10000,388556
26-08-2025,Pos subscription,9000,397544
26-08-2025,Pos subscription,10000,396978
26-08-2025,Pos subscription,9000,397623
26-08-2025,Pos subscription,10000,397847
26-08-2025,Pos subscription,10000,395910
26-08-2025,Pos subscription,10000,395911
26-08-2025,Pos subscription,10000,394506
26-08-2025,Pos subscription,10000,396423
26-08-2025,Pos subscription,9000,396029
26-08-2025,Pos subscription,10000,392552
26-08-2025,Pos subscription,9000,393986
26-08-2025,Pos subscription,9000,397539
27-08-2025,Pos subscription,10000,396760
27-08-2025,Pos subscription,10000,394514
27-08-2025,Pos subscription,10000,388903
27-08-2025,Pos subscription,9000,395378
27-08-2025,Pos subscription,10000,397594
27-08-2025,Pos subscription,10000,396130
27-08-2025,Pos subscription,9000,397169
27-08-2025,Pos subscription,10000,397797
27-08-2025,Pos subscription,10000,395734
27-08-2025,Pos subscription,9169.49,397331
27-08-2025,Pos subscription,9169.49,397333
28-08-2025,Pos subscription,9000,393569
28-08-2025,Pos subscription,9000,393570
28-08-2025,Pos subscription,9000,396739
28-08-2025,Pos subscription,10000,397084
28-08-2025,Pos subscription,10000,396140
28-08-2025,Pos subscription,10000,392631
28-08-2025,Pos subscription,8500,397549
28-08-2025,Pos subscription,10000,397841
28-08-2025,Pos subscription,10000,397842
28-08-2025,Pos subscription,10000,396973
28-08-2025,Pos subscription,10000,396639
28-08-2025,Pos subscription,10000,397335
29-08-2025,Pos subscription,10000,397118
29-08-2025,Pos subscription,10000,395797
29-08-2025,Pos subscription,9000,396524
29-08-2025,Pos subscription,10000,395451
29-08-2025,Pos subscription,10000,390037
29-08-2025,Pos subscription,10000,397791
29-08-2025,Pos subscription,10000,391972
29-08-2025,Pos subscription,10000,398073
29-08-2025,Pos subscription,10000,398143
29-08-2025,Pos subscription,10000,397026
29-08-2025,Pos subscription,10000,398261
29-08-2025,Pos subscription,9000,398179
29-08-2025,Pos subscription,10000,398320
29-08-2025,Pos subscription,10000,395995
29-08-2025,Pos subscription,9000,397650
29-08-2025,Pos subscription,9000,398227
29-08-2025,Pos subscription,9000,398158
29-08-2025,Pos subscription,10000,397895
29-08-2025,Pos subscription,10000,396763
29-08-2025,Pos subscription,10000,396170
29-08-2025,Pos subscription,10000,396169
30-08-2025,Pos subscription,10000,398197
30-08-2025,Pos subscription,10000,397519
30-08-2025,Pos subscription,10000,396832
30-08-2025,Pos subscription,10000,379361
30-08-2025,Pos subscription,10000,383991
30-08-2025,Pos subscription,10000,383982
30-08-2025,Pos subscription,10000,383987
30-08-2025,Pos subscription,9000,384043
30-08-2025,Pos subscription,9000,388708
30-08-2025,Pos subscription,10000,397861
30-08-2025,Pos subscription,10000,398417
30-08-2025,Pos subscription,10000,395689
30-08-2025,Pos subscription,10000,398448
30-08-2025,Pos subscription,10000,398449
30-08-2025,Pos subscription,10000,398462
30-08-2025,Pos subscription,10000,396644
30-08-2025,Pos subscription,10000,397443
30-08-2025,Pos subscription,10000,397311
31-08-2025,Pos subscription,10000,394284
31-08-2025,Pos subscription,10000,397671
31-08-2025,Pos subscription,9000,388707
31-08-2025,Pos subscription,9000,388705
31-08-2025,Pos subscription,10000,397604
31-08-2025,Pos subscription,10000,397983
31-08-2025,Pos subscription,9000,398581
31-08-2025,Pos subscription,9000,388873
31-08-2025,Pos subscription,10000,398501
31-08-2025,Pos subscription,10000,392760
31-08-2025,Pos subscription,10000,394059
31-08-2025,Pos subscription,10000,393822
31-08-2025,Pos subscription,10000,394066
31-08-2025,Pos subscription,10000,394898
31-08-2025,Pos subscription,10000,395129
31-08-2025,Pos subscription,10000,395845
31-08-2025,Pos subscription,10000,395926
31-08-2025,Pos subscription,10000,397555
31-08-2025,Pos subscription,10000,397843
31-08-2025,Pos subscription,10000,398201
31-08-2025,Pos subscription,10000,398187
31-08-2025,Pos subscription,10000,398269
31-08-2025,Pos subscription,10000,397203
31-08-2025,Pos subscription,10000,397336
02-08-2025,Android POS - Renewal income,4500,339441
04-08-2025,Android POS - Renewal income,4500,319298
04-08-2025,Android POS - Renewal income,4500,71753
06-08-2025,Android POS - Renewal income,4500,86099
08-08-2025,Android POS - Renewal income,4500,73489
08-08-2025,Android POS - Renewal income,4500,340228
09-08-2025,Android POS - Renewal income,4500,334803
09-08-2025,Android POS - Renewal income,4500,340064
10-08-2025,Android POS - Renewal income,4500,49833
12-08-2025,Android POS - Renewal income,4500,136273
12-08-2025,Android POS - Renewal income,4500,49899
12-08-2025,Android POS - Renewal income,4500,134975
14-08-2025,Android POS - Renewal income,4500,86881
14-08-2025,Android POS - Renewal income,4500,331786
16-08-2025,Android POS - Renewal income,4500,87059
20-08-2025,Android POS - Renewal income,4500,24703
21-08-2025,Android POS - Renewal income,4500,341997
21-08-2025,Android POS - Renewal income,4500,87058
22-08-2025,Android POS - Renewal income,4500,132243
23-08-2025,Android POS - Renewal income,4500,88288
24-08-2025,Android POS - Renewal income,4500,109393
26-08-2025,Android POS - Renewal income,4500,83008
26-08-2025,Android POS - Renewal income,4500,48817
27-08-2025,Android POS - Renewal income,4500,344364
29-08-2025,Android POS - Renewal income,4500,51768
30-08-2025,Android POS - Renewal income,4500,90433
30-08-2025,Android POS - Renewal income,4500,90132
01-08-2025,POS Subscription - Renewal,4500,87036
01-08-2025,POS Subscription - Renewal,4500,133813
01-08-2025,POS Subscription - Renewal,7000,85463
01-08-2025,POS Subscription - Renewal,7000,85834
01-08-2025,POS Subscription - Renewal,7000,87588
01-08-2025,POS Subscription - Renewal,7000,337286
01-08-2025,POS Subscription - Renewal,7000,338413
01-08-2025,POS Subscription - Renewal,7000,82341
01-08-2025,POS Subscription - Renewal,7000,132066
01-08-2025,POS Subscription - Renewal,7000,132064
01-08-2025,POS Subscription - Renewal,7000,137959
01-08-2025,POS Subscription - Renewal,7000,134636
01-08-2025,POS Subscription - Renewal,4500,337504
01-08-2025,POS Subscription - Renewal,7000,87300
02-08-2025,POS Subscription - Renewal,7000,134862
02-08-2025,POS Subscription - Renewal,7000,85460
02-08-2025,POS Subscription - Renewal,7000,133197
02-08-2025,POS Subscription - Renewal,7000,49594
02-08-2025,POS Subscription - Renewal,7000,17578
02-08-2025,POS Subscription - Renewal,7000,340563
02-08-2025,POS Subscription - Renewal,7000,338631
02-08-2025,POS Subscription - Renewal,4500,10341
02-08-2025,POS Subscription - Renewal,7000,328249
02-08-2025,POS Subscription - Renewal,7000,85879
02-08-2025,POS Subscription - Renewal,7000,85655
02-08-2025,POS Subscription - Renewal,7000,85659
02-08-2025,POS Subscription - Renewal,7000,27154
02-08-2025,POS Subscription - Renewal,4500,134672
02-08-2025,POS Subscription - Renewal,7000,3395
02-08-2025,POS Subscription - Renewal,4500,137219
02-08-2025,POS Subscription - Renewal,4500,338795
02-08-2025,POS Subscription - Renewal,4500,137215
02-08-2025,POS Subscription - Renewal,4500,136580
03-08-2025,POS Subscription - Renewal,4500,338759
03-08-2025,POS Subscription - Renewal,7000,134963
03-08-2025,POS Subscription - Renewal,7000,338947
03-08-2025,POS Subscription - Renewal,3500,129898
03-08-2025,POS Subscription - Renewal,3500,129903
03-08-2025,POS Subscription - Renewal,3500,139056
03-08-2025,POS Subscription - Renewal,7000,135134
03-08-2025,POS Subscription - Renewal,7000,338407
03-08-2025,POS Subscription - Renewal,7000,94162
03-08-2025,POS Subscription - Renewal,7000,85617
03-08-2025,POS Subscription - Renewal,7000,51490
03-08-2025,POS Subscription - Renewal,7000,338602
03-08-2025,POS Subscription - Renewal,7000,135116
03-08-2025,POS Subscription - Renewal,7000,338928
03-08-2025,POS Subscription - Renewal,7000,85143
03-08-2025,POS Subscription - Renewal,7000,17817
03-08-2025,POS Subscription - Renewal,7000,82138
03-08-2025,POS Subscription - Renewal,7000,80853
03-08-2025,POS Subscription - Renewal,7000,132935
03-08-2025,POS Subscription - Renewal,7000,85547
03-08-2025,POS Subscription - Renewal,7000,331108
03-08-2025,POS Subscription - Renewal,4500,23076
04-08-2025,POS Subscription - Renewal,7000,338961
04-08-2025,POS Subscription - Renewal,7000,84994
04-08-2025,POS Subscription - Renewal,7000,27001
04-08-2025,POS Subscription - Renewal,7000,50531
04-08-2025,POS Subscription - Renewal,7000,135881
04-08-2025,POS Subscription - Renewal,7000,26543
04-08-2025,POS Subscription - Renewal,7000,339048
04-08-2025,POS Subscription - Renewal,7000,140371
04-08-2025,POS Subscription - Renewal,7000,338277
04-08-2025,POS Subscription - Renewal,7000,131229
04-08-2025,POS Subscription - Renewal,7000,134258
04-08-2025,POS Subscription - Renewal,4500,25673
04-08-2025,POS Subscription - Renewal,4500,132399
04-08-2025,POS Subscription - Renewal,4500,337657
04-08-2025,POS Subscription - Renewal,7000,134592
04-08-2025,POS Subscription - Renewal,4500,10218
04-08-2025,POS Subscription - Renewal,4500,338758
04-08-2025,POS Subscription - Renewal,7000,85661
04-08-2025,POS Subscription - Renewal,7000,84832
04-08-2025,POS Subscription - Renewal,7000,334055
04-08-2025,POS Subscription - Renewal,7000,134218
04-08-2025,POS Subscription - Renewal,4500,115822
04-08-2025,POS Subscription - Renewal,4500,115735
04-08-2025,POS Subscription - Renewal,7000,85657
04-08-2025,POS Subscription - Renewal,7000,330730
05-08-2025,POS Subscription - Renewal,7000,135547
05-08-2025,POS Subscription - Renewal,5933,336417
05-08-2025,POS Subscription - Renewal,7000,27288
05-08-2025,POS Subscription - Renewal,7000,133899
05-08-2025,POS Subscription - Renewal,7000,133898
05-08-2025,POS Subscription - Renewal,7000,133897
05-08-2025,POS Subscription - Renewal,7000,49508
05-08-2025,POS Subscription - Renewal,7000,10233
05-08-2025,POS Subscription - Renewal,7000,10171
05-08-2025,POS Subscription - Renewal,7000,10234
05-08-2025,POS Subscription - Renewal,7000,44190
05-08-2025,POS Subscription - Renewal,7000,113252
05-08-2025,POS Subscription - Renewal,7000,82736
05-08-2025,POS Subscription - Renewal,7000,134600
05-08-2025,POS Subscription - Renewal,7000,46374
05-08-2025,POS Subscription - Renewal,7000,49842
05-08-2025,POS Subscription - Renewal,7000,339374
05-08-2025,POS Subscription - Renewal,7000,50300
05-08-2025,POS Subscription - Renewal,7000,338796
05-08-2025,POS Subscription - Renewal,7000,76372
05-08-2025,POS Subscription - Renewal,7000,86402
05-08-2025,POS Subscription - Renewal,7000,134157
05-08-2025,POS Subscription - Renewal,7000,338567
05-08-2025,POS Subscription - Renewal,7000,48355
05-08-2025,POS Subscription - Renewal,7000,127185
05-08-2025,POS Subscription - Renewal,7000,85660
05-08-2025,POS Subscription - Renewal,7000,103889
05-08-2025,POS Subscription - Renewal,7000,85142
05-08-2025,POS Subscription - Renewal,4500,84016
05-08-2025,POS Subscription - Renewal,7000,134130
05-08-2025,POS Subscription - Renewal,7000,134372
05-08-2025,POS Subscription - Renewal,4500,50620
05-08-2025,POS Subscription - Renewal,7000,134524
05-08-2025,POS Subscription - Renewal,7000,133976
05-08-2025,POS Subscription - Renewal,4500,337908
05-08-2025,POS Subscription - Renewal,7000,338292
05-08-2025,POS Subscription - Renewal,4500,86074
05-08-2025,POS Subscription - Renewal,7000,339896
05-08-2025,POS Subscription - Renewal,4500,50839
05-08-2025,POS Subscription - Renewal,7000,340078
05-08-2025,POS Subscription - Renewal,7000,340077
05-08-2025,POS Subscription - Renewal,7000,27207
05-08-2025,POS Subscription - Renewal,7000,135562
05-08-2025,POS Subscription - Renewal,5932.2,52843
05-08-2025,POS Subscription - Renewal,7000,339146
05-08-2025,POS Subscription - Renewal,7000,325173
06-08-2025,POS Subscription - Renewal,7000,737
06-08-2025,POS Subscription - Renewal,7000,134676
06-08-2025,POS Subscription - Renewal,7000,134696
06-08-2025,POS Subscription - Renewal,7000,338664
06-08-2025,POS Subscription - Renewal,7000,46640
06-08-2025,POS Subscription - Renewal,4500,335585
06-08-2025,POS Subscription - Renewal,7000,339582
06-08-2025,POS Subscription - Renewal,7000,135117
06-08-2025,POS Subscription - Renewal,7000,135421
06-08-2025,POS Subscription - Renewal,7000,135802
06-08-2025,POS Subscription - Renewal,7000,338365
06-08-2025,POS Subscription - Renewal,7000,339810
06-08-2025,POS Subscription - Renewal,7000,339798
06-08-2025,POS Subscription - Renewal,7000,101253
06-08-2025,POS Subscription - Renewal,7000,338225
06-08-2025,POS Subscription - Renewal,7000,338318
06-08-2025,POS Subscription - Renewal,7000,338833
06-08-2025,POS Subscription - Renewal,7000,132940
06-08-2025,POS Subscription - Renewal,7000,134836
06-08-2025,POS Subscription - Renewal,7000,135526
06-08-2025,POS Subscription - Renewal,7000,27428
06-08-2025,POS Subscription - Renewal,7000,336120
06-08-2025,POS Subscription - Renewal,7000,134300
06-08-2025,POS Subscription - Renewal,7000,101505
06-08-2025,POS Subscription - Renewal,7000,85723
06-08-2025,POS Subscription - Renewal,7000,339051
06-08-2025,POS Subscription - Renewal,7000,85837
06-08-2025,POS Subscription - Renewal,7000,85806
06-08-2025,POS Subscription - Renewal,7000,337552
07-08-2025,POS Subscription - Renewal,7000,86296
07-08-2025,POS Subscription - Renewal,7000,339422
07-08-2025,POS Subscription - Renewal,7000,340058
07-08-2025,POS Subscription - Renewal,10000,338124
07-08-2025,POS Subscription - Renewal,7000,86602
07-08-2025,POS Subscription - Renewal,7000,340131
07-08-2025,POS Subscription - Renewal,7000,86538
07-08-2025,POS Subscription - Renewal,7000,86097
07-08-2025,POS Subscription - Renewal,7000,339369
07-08-2025,POS Subscription - Renewal,7000,335880
07-08-2025,POS Subscription - Renewal,7000,336008
07-08-2025,POS Subscription - Renewal,7000,86684
07-08-2025,POS Subscription - Renewal,7000,338325
07-08-2025,POS Subscription - Renewal,7000,83359
07-08-2025,POS Subscription - Renewal,7000,86318
07-08-2025,POS Subscription - Renewal,7000,338100
07-08-2025,POS Subscription - Renewal,7000,335441
07-08-2025,POS Subscription - Renewal,4500,393043
07-08-2025,POS Subscription - Renewal,4500,132932
07-08-2025,POS Subscription - Renewal,7000,7736
07-08-2025,POS Subscription - Renewal,7000,86382
07-08-2025,POS Subscription - Renewal,7000,85466
07-08-2025,POS Subscription - Renewal,4500,339527
07-08-2025,POS Subscription - Renewal,4500,50618
07-08-2025,POS Subscription - Renewal,7000,339396
07-08-2025,POS Subscription - Renewal,7000,338903
07-08-2025,POS Subscription - Renewal,7000,85803
07-08-2025,POS Subscription - Renewal,6991.52,27022
07-08-2025,POS Subscription - Renewal,4500,50617
07-08-2025,POS Subscription - Renewal,7000,50413
07-08-2025,POS Subscription - Renewal,7000,86424
07-08-2025,POS Subscription - Renewal,4500,26790
07-08-2025,POS Subscription - Renewal,7000,85609
08-08-2025,POS Subscription - Renewal,7000,134599
08-08-2025,POS Subscription - Renewal,7000,6148
08-08-2025,POS Subscription - Renewal,7000,27346
08-08-2025,POS Subscription - Renewal,7000,50525
08-08-2025,POS Subscription - Renewal,7000,86264
08-08-2025,POS Subscription - Renewal,7000,339175
08-08-2025,POS Subscription - Renewal,7000,135814
08-08-2025,POS Subscription - Renewal,7000,339302
08-08-2025,POS Subscription - Renewal,7000,339268
08-08-2025,POS Subscription - Renewal,7000,135237
08-08-2025,POS Subscription - Renewal,7000,131957
08-08-2025,POS Subscription - Renewal,7000,134206
08-08-2025,POS Subscription - Renewal,7000,85569
08-08-2025,POS Subscription - Renewal,7000,50637
08-08-2025,POS Subscription - Renewal,7000,50638
08-08-2025,POS Subscription - Renewal,7000,49147
08-08-2025,POS Subscription - Renewal,7000,135066
08-08-2025,POS Subscription - Renewal,7000,47174
08-08-2025,POS Subscription - Renewal,4500,340441
08-08-2025,POS Subscription - Renewal,4500,339446
08-08-2025,POS Subscription - Renewal,4500,339634
08-08-2025,POS Subscription - Renewal,4500,339633
08-08-2025,POS Subscription - Renewal,7000,48242
08-08-2025,POS Subscription - Renewal,4500,86795
08-08-2025,POS Subscription - Renewal,7000,86347
08-08-2025,POS Subscription - Renewal,4500,329058
08-08-2025,POS Subscription - Renewal,7000,40247
08-08-2025,POS Subscription - Renewal,7000,85465
08-08-2025,POS Subscription - Renewal,7000,115817
08-08-2025,POS Subscription - Renewal,7000,115739
08-08-2025,POS Subscription - Renewal,4500,83033
08-08-2025,POS Subscription - Renewal,10000,135642
08-08-2025,POS Subscription - Renewal,7000,68238
08-08-2025,POS Subscription - Renewal,7000,82159
08-08-2025,POS Subscription - Renewal,7000,50655
08-08-2025,POS Subscription - Renewal,7000,88377
08-08-2025,POS Subscription - Renewal,2962.71,84704
08-08-2025,POS Subscription - Renewal,2904.24,84993
08-08-2025,POS Subscription - Renewal,2845.76,85332
08-08-2025,POS Subscription - Renewal,2748.3,134099
08-08-2025,POS Subscription - Renewal,7000,85386
08-08-2025,POS Subscription - Renewal,7000,134693
08-08-2025,POS Subscription - Renewal,7000,136026
08-08-2025,POS Subscription - Renewal,7000,134930
08-08-2025,POS Subscription - Renewal,4500,87364
08-08-2025,POS Subscription - Renewal,7000,340830
09-08-2025,POS Subscription - Renewal,7000,338981
09-08-2025,POS Subscription - Renewal,7000,86465
09-08-2025,POS Subscription - Renewal,7000,86653
09-08-2025,POS Subscription - Renewal,7000,338744
09-08-2025,POS Subscription - Renewal,7000,340281
09-08-2025,POS Subscription - Renewal,4500,135827
09-08-2025,POS Subscription - Renewal,4500,339101
09-08-2025,POS Subscription - Renewal,7000,86705
09-08-2025,POS Subscription - Renewal,4500,136407
10-08-2025,POS Subscription - Renewal,7000,86256
10-08-2025,POS Subscription - Renewal,7000,50833
10-08-2025,POS Subscription - Renewal,7000,50756
10-08-2025,POS Subscription - Renewal,7000,135142
10-08-2025,POS Subscription - Renewal,7000,86770
10-08-2025,POS Subscription - Renewal,7000,340108
10-08-2025,POS Subscription - Renewal,7000,80365
10-08-2025,POS Subscription - Renewal,7000,339526
10-08-2025,POS Subscription - Renewal,7000,135446
10-08-2025,POS Subscription - Renewal,7000,338323
10-08-2025,POS Subscription - Renewal,7000,86677
10-08-2025,POS Subscription - Renewal,7000,340465
10-08-2025,POS Subscription - Renewal,7000,135051
10-08-2025,POS Subscription - Renewal,7000,135621
10-08-2025,POS Subscription - Renewal,7000,27032
10-08-2025,POS Subscription - Renewal,7000,341126
10-08-2025,POS Subscription - Renewal,7000,341286
10-08-2025,POS Subscription - Renewal,7000,24598
10-08-2025,POS Subscription - Renewal,7000,50917
10-08-2025,POS Subscription - Renewal,7000,50800
10-08-2025,POS Subscription - Renewal,7152.54,51127
11-08-2025,POS Subscription - Renewal,7000,14725
11-08-2025,POS Subscription - Renewal,7000,133954
11-08-2025,POS Subscription - Renewal,7000,47098
11-08-2025,POS Subscription - Renewal,7000,134720
11-08-2025,POS Subscription - Renewal,7000,144942
11-08-2025,POS Subscription - Renewal,7000,341295
11-08-2025,POS Subscription - Renewal,7000,51055
11-08-2025,POS Subscription - Renewal,7000,136005
11-08-2025,POS Subscription - Renewal,7000,340623
11-08-2025,POS Subscription - Renewal,7000,337233
11-08-2025,POS Subscription - Renewal,7000,340285
11-08-2025,POS Subscription - Renewal,7000,134732
11-08-2025,POS Subscription - Renewal,7000,50477
11-08-2025,POS Subscription - Renewal,7000,339124
11-08-2025,POS Subscription - Renewal,7000,85815
11-08-2025,POS Subscription - Renewal,7000,339981
11-08-2025,POS Subscription - Renewal,7000,333237
11-08-2025,POS Subscription - Renewal,7000,333240
11-08-2025,POS Subscription - Renewal,7000,333242
11-08-2025,POS Subscription - Renewal,7000,333239
11-08-2025,POS Subscription - Renewal,14000,333243
11-08-2025,POS Subscription - Renewal,7000,135879
11-08-2025,POS Subscription - Renewal,7000,340719
11-08-2025,POS Subscription - Renewal,4500,128029
11-08-2025,POS Subscription - Renewal,4500,338479
11-08-2025,POS Subscription - Renewal,4500,340250
11-08-2025,POS Subscription - Renewal,7000,47798
11-08-2025,POS Subscription - Renewal,7000,51701
11-08-2025,POS Subscription - Renewal,7000,340318
11-08-2025,POS Subscription - Renewal,7000,6202
11-08-2025,POS Subscription - Renewal,7000,87022
11-08-2025,POS Subscription - Renewal,7000,341222
11-08-2025,POS Subscription - Renewal,7000,54703
12-08-2025,POS Subscription - Renewal,7000,336575
12-08-2025,POS Subscription - Renewal,7000,86504
12-08-2025,POS Subscription - Renewal,7000,47838
12-08-2025,POS Subscription - Renewal,7000,26895
12-08-2025,POS Subscription - Renewal,7000,136617
12-08-2025,POS Subscription - Renewal,7000,11760
12-08-2025,POS Subscription - Renewal,7000,50515
12-08-2025,POS Subscription - Renewal,7000,86692
12-08-2025,POS Subscription - Renewal,7000,335436
12-08-2025,POS Subscription - Renewal,7000,48057
12-08-2025,POS Subscription - Renewal,7000,135894
12-08-2025,POS Subscription - Renewal,7000,135285
12-08-2025,POS Subscription - Renewal,7000,340403
12-08-2025,POS Subscription - Renewal,7000,86758
12-08-2025,POS Subscription - Renewal,7000,86763
12-08-2025,POS Subscription - Renewal,7000,50920
12-08-2025,POS Subscription - Renewal,7000,46588
12-08-2025,POS Subscription - Renewal,7000,340639
12-08-2025,POS Subscription - Renewal,7000,133600
12-08-2025,POS Subscription - Renewal,7000,135965
12-08-2025,POS Subscription - Renewal,7000,339730
12-08-2025,POS Subscription - Renewal,7000,135325
12-08-2025,POS Subscription - Renewal,7000,50359
12-08-2025,POS Subscription - Renewal,7000,86100
12-08-2025,POS Subscription - Renewal,7000,17619
12-08-2025,POS Subscription - Renewal,7000,87072
12-08-2025,POS Subscription - Renewal,7000,86116
12-08-2025,POS Subscription - Renewal,7000,340972
12-08-2025,POS Subscription - Renewal,7000,47827
12-08-2025,POS Subscription - Renewal,7000,137978
12-08-2025,POS Subscription - Renewal,7000,85951
12-08-2025,POS Subscription - Renewal,7000,341250
12-08-2025,POS Subscription - Renewal,7000,339953
12-08-2025,POS Subscription - Renewal,4500,340743
12-08-2025,POS Subscription - Renewal,4500,338306
12-08-2025,POS Subscription - Renewal,7000,51217
12-08-2025,POS Subscription - Renewal,7000,136237
12-08-2025,POS Subscription - Renewal,7000,340417
12-08-2025,POS Subscription - Renewal,7000,340416
12-08-2025,POS Subscription - Renewal,7000,340359
12-08-2025,POS Subscription - Renewal,4500,137761
12-08-2025,POS Subscription - Renewal,7000,340036
12-08-2025,POS Subscription - Renewal,7000,134869
12-08-2025,POS Subscription - Renewal,10000,338312
12-08-2025,POS Subscription - Renewal,7000,341228
12-08-2025,POS Subscription - Renewal,4500,87527
12-08-2025,POS Subscription - Renewal,4500,87025
12-08-2025,POS Subscription - Renewal,7000,346903
12-08-2025,POS Subscription - Renewal,7000,341224
12-08-2025,POS Subscription - Renewal,7000,136154
12-08-2025,POS Subscription - Renewal,7000,136153
12-08-2025,POS Subscription - Renewal,7000,136150
12-08-2025,POS Subscription - Renewal,7000,136152
12-08-2025,POS Subscription - Renewal,7000,336964
12-08-2025,POS Subscription - Renewal,5085,85580
12-08-2025,POS Subscription - Renewal,4500,49451
12-08-2025,POS Subscription - Renewal,7000,132487
13-08-2025,POS Subscription - Renewal,7000,50170
13-08-2025,POS Subscription - Renewal,7000,87020
13-08-2025,POS Subscription - Renewal,7000,27457
13-08-2025,POS Subscription - Renewal,4500,342398
13-08-2025,POS Subscription - Renewal,7000,8713
13-08-2025,POS Subscription - Renewal,7000,340408
13-08-2025,POS Subscription - Renewal,7000,86364
13-08-2025,POS Subscription - Renewal,7000,50822
13-08-2025,POS Subscription - Renewal,7000,136481
13-08-2025,POS Subscription - Renewal,7000,136103
13-08-2025,POS Subscription - Renewal,7000,4956
13-08-2025,POS Subscription - Renewal,7000,140012
13-08-2025,POS Subscription - Renewal,7000,19827
13-08-2025,POS Subscription - Renewal,7000,340802
13-08-2025,POS Subscription - Renewal,7000,133416
13-08-2025,POS Subscription - Renewal,7000,340951
13-08-2025,POS Subscription - Renewal,7000,86129
13-08-2025,POS Subscription - Renewal,7000,16920
13-08-2025,POS Subscription - Renewal,7000,86906
13-08-2025,POS Subscription - Renewal,7000,339217
13-08-2025,POS Subscription - Renewal,7000,340612
13-08-2025,POS Subscription - Renewal,7000,340750
13-08-2025,POS Subscription - Renewal,7000,136543
13-08-2025,POS Subscription - Renewal,7000,340898
13-08-2025,POS Subscription - Renewal,7000,135915
13-08-2025,POS Subscription - Renewal,7000,341592
13-08-2025,POS Subscription - Renewal,7000,328732
13-08-2025,POS Subscription - Renewal,7000,338190
13-08-2025,POS Subscription - Renewal,7000,4122
13-08-2025,POS Subscription - Renewal,7000,135148
13-08-2025,POS Subscription - Renewal,7000,86893
13-08-2025,POS Subscription - Renewal,4500,87095
13-08-2025,POS Subscription - Renewal,4500,84849
13-08-2025,POS Subscription - Renewal,7000,89754
13-08-2025,POS Subscription - Renewal,7000,89756
13-08-2025,POS Subscription - Renewal,7000,90697
13-08-2025,POS Subscription - Renewal,7000,340005
13-08-2025,POS Subscription - Renewal,4500,337326
13-08-2025,POS Subscription - Renewal,4500,86839
13-08-2025,POS Subscription - Renewal,7000,50760
13-08-2025,POS Subscription - Renewal,7000,135143
13-08-2025,POS Subscription - Renewal,7000,50151
13-08-2025,POS Subscription - Renewal,4184.74,338452
13-08-2025,POS Subscription - Renewal,7000,50621
13-08-2025,POS Subscription - Renewal,7000,330988
13-08-2025,POS Subscription - Renewal,7000,140970
13-08-2025,POS Subscription - Renewal,7000,16771
13-08-2025,POS Subscription - Renewal,2500,119427
13-08-2025,POS Subscription - Renewal,7000,136775
13-08-2025,POS Subscription - Renewal,4500,59052
13-08-2025,POS Subscription - Renewal,4500,77577
13-08-2025,POS Subscription - Renewal,7000,52981
13-08-2025,POS Subscription - Renewal,7000,87496
13-08-2025,POS Subscription - Renewal,7000,341302
13-08-2025,POS Subscription - Renewal,7000,134092
13-08-2025,POS Subscription - Renewal,7000,341031
13-08-2025,POS Subscription - Renewal,7000,138281
14-08-2025,POS Subscription - Renewal,4500,83754
14-08-2025,POS Subscription - Renewal,4500,341192
14-08-2025,POS Subscription - Renewal,4500,340440
14-08-2025,POS Subscription - Renewal,7000,50663
14-08-2025,POS Subscription - Renewal,7000,139437
14-08-2025,POS Subscription - Renewal,7000,136075
14-08-2025,POS Subscription - Renewal,7000,344430
14-08-2025,POS Subscription - Renewal,4500,86964
14-08-2025,POS Subscription - Renewal,7000,341032
14-08-2025,POS Subscription - Renewal,7000,135037
14-08-2025,POS Subscription - Renewal,7000,135039
14-08-2025,POS Subscription - Renewal,7000,132974
14-08-2025,POS Subscription - Renewal,7000,19129
14-08-2025,POS Subscription - Renewal,7000,340457
14-08-2025,POS Subscription - Renewal,7000,127155
14-08-2025,POS Subscription - Renewal,7000,19128
14-08-2025,POS Subscription - Renewal,7000,341289
14-08-2025,POS Subscription - Renewal,7000,101276
14-08-2025,POS Subscription - Renewal,7000,51895
14-08-2025,POS Subscription - Renewal,7000,101277
14-08-2025,POS Subscription - Renewal,7000,137985
14-08-2025,POS Subscription - Renewal,6949.15,49037
14-08-2025,POS Subscription - Renewal,7000,336269
